YearWeek,Station,DelayCategory,Minutes_NORM_to_DepDelayMin,Flights_Affected,Share_of_DepDelayMin,DepDelayTotal_PosOnly_Min,DelayBasis
2025-W47,NXB,Other,3.5,1,0.007236017422762864,482.8,PosOnly
2025-W48,NXB,Late Arrival,224.3,14,0.5117977896223855,438.3,PosOnly
2025-W48,NXB,Ground Ops,84.5,5,0.19286230485679573,438.3,PosOnly
2025-W48,NXB,Engineering,23.1,1,0.05275925444467258,438.3,PosOnly
2025-W48,NXB,OCC,25.3,1,0.05773159000555337,438.3,PosOnly
2025-W48,NXB,ATC,45.1,3,0.10281638068189601,438.3,PosOnly
2025-W48,NXB,Weather,26.8,1,0.06124472661527906,438.3,PosOnly
2025-W48,NXB,Other,9.1,1,0.020787953773417744,438.3,PosOnly
2025-W49,NXB,Late Arrival,626.6,41,0.4885167784335781,1282.7,PosOnly
2025-W49,NXB,Ground Ops,287.5,19,0.22410022560740595,1282.7,PosOnly
2025-W49,NXB,Engineering,79.4,5,0.06192120897522489,1282.7,PosOnly
2025-W49,NXB,OCC,57.0,3,0.04440210894218472,1282.7,PosOnly
2025-W49,NXB,ATC,129.7,8,0.1011508458957258,1282.7,PosOnly
2025-W49,NXB,Weather,54.0,3,0.042097948944305845,1282.7,PosOnly
2025-W49,NXB,Other,48.5,3,0.03781088320157478,1282.7,PosOnly
2025-W50,NXB,Late Arrival,165.5,11,0.46685271498499886,354.5,PosOnly
2025-W50,NXB,Ground Ops,77.7,5,0.21926279375396118,354.5,PosOnly
2025-W50,NXB,Engineering,19.7,1,0.05558573694599343,354.5,PosOnly
2025-W50,NXB,OCC,24.2,1,0.06817514708945661,354.5,PosOnly
2025-W50,NXB,ATC,32.2,2,0.09082431684252545,354.5,PosOnly
2025-W50,NXB,Weather,16.1,1,0.04529066729253404,354.5,PosOnly
2025-W50,NXB,Other,19.1,1,0.05400862309053034,354.5,PosOnly
2025-W51,NXB,Late Arrival,656.7,43,0.4807175191261364,1366.0,PosOnly
2025-W51,NXB,Ground Ops,293.3,19,0.21472411437785544,1366.0,PosOnly
2025-W51,NXB,Engineering,85.2,5,0.062387038826252156,1366.0,PosOnly
2025-W51,NXB,OCC,55.2,3,0.040379868111407737,1366.0,PosOnly
2025-W51,NXB,ATC,121.7,8,0.08908893886511907,1366.0,PosOnly
2025-W51,NXB,Weather,69.8,4,0.05107818524022906,1366.0,PosOnly
2025-W51,NXB,Other,84.2,5,0.06162433545300017,1366.0,PosOnly
2025-W52,NXB,Late Arrival,684.1,45,0.5199180746133562,1315.7,PosOnly
2025-W52,NXB,Ground Ops,276.2,18,0.20990385206428472,1315.7,PosOnly
2025-W52,NXB,Engineering,70.4,4,0.05348362069733064,1315.7,PosOnly
2025-W52,NXB,OCC,60.1,4,0.04568320593073103,1315.7,PosOnly
2025-W52,NXB,ATC,129.5,8,0.09840549454189497,1315.7,PosOnly
2025-W52,NXB,Weather,87.7,5,0.06669338399619607,1315.7,PosOnly
2025-W52,NXB,Other,7.8,1,0.005912368156206438,1315.7,PosOnly
2025-W01,NXC,Late Arrival,1072.7,71,0.4785153671504081,2241.7,PosOnly
2025-W01,NXC,Ground Ops,482.8,32,0.21539236128741282,2241.7,PosOnly
2025-W01,NXC,Engineering,127.5,8,0.05686017575801684,2241.7,PosOnly
2025-W01,NXC,OCC,180.1,12,0.08034928303771902,2241.7,PosOnly
2025-W01,NXC,ATC,217.5,14,0.09704502053874094,2241.7,PosOnly
2025-W01,NXC,Weather,126.8,8,0.05656488109913282,2241.7,PosOnly
2025-W01,NXC,Other,34.2,2,0.015272911128569433,2241.7,PosOnly
2025-W02,NXC,Late Arrival,293.7,19,0.511103841147096,574.7,PosOnly
2025-W02,NXC,Ground Ops,112.1,7,0.1950337506504028,574.7,PosOnly
2025-W02,NXC,Engineering,32.2,2,0.05610565953044378,574.7,PosOnly
2025-W02,NXC,OCC,34.5,2,0.0600142314638873,574.7,PosOnly
2025-W02,NXC,ATC,61.3,4,0.10669697021216994,574.7,PosOnly
2025-W02,NXC,Weather,28.4,1,0.04943043827889715,574.7,PosOnly
2025-W02,NXC,Other,12.4,1,0.021615108717103093,574.7,PosOnly
2025-W03,NXC,Late Arrival,794.0,52,0.46188599816408954,1719.1,PosOnly
2025-W03,NXC,Ground Ops,440.5,29,0.2562237287211333,1719.1,PosOnly
2025-W03,NXC,Engineering,131.9,8,0.07671491667679131,1719.1,PosOnly
2025-W03,NXC,OCC,115.6,7,0.06723087892154551,1719.1,PosOnly
2025-W03,NXC,ATC,147.6,9,0.08585556589455967,1719.1,PosOnly
2025-W03,NXC,Weather,71.8,4,0.0417383603361439,1719.1,PosOnly
2025-W03,NXC,Other,17.8,1,0.010350551285736864,1719.1,PosOnly
2025-W04,NXC,Late Arrival,954.7,63,0.5068391741057381,1883.6,PosOnly
2025-W04,NXC,Ground Ops,383.1,25,0.20340083220570052,1883.6,PosOnly
2025-W04,NXC,Engineering,109.4,7,0.05809381672720531,1883.6,PosOnly
2025-W04,NXC,OCC,81.2,5,0.043102098168969934,1883.6,PosOnly
2025-W04,NXC,ATC,165.6,11,0.0879413513185861,1883.6,PosOnly
2025-W04,NXC,Weather,127.0,8,0.06739855551105926,1883.6,PosOnly
2025-W04,NXC,Other,62.6,4,0.03322417196274057,1883.6,PosOnly
2025-W05,NXC,Late Arrival,666.2,44,0.4800969934930034,1387.6,PosOnly
2025-W05,NXC,Ground Ops,336.1,22,0.24220845859770623,1387.6,PosOnly
2025-W05,NXC,Engineering,83.8,5,0.06041608114747434,1387.6,PosOnly
2025-W05,NXC,OCC,76.4,5,0.0550450514129257,1387.6,PosOnly
2025-W05,NXC,ATC,129.0,8,0.09297546779727098,1387.6,PosOnly
2025-W05,NXC,Weather,66.0,4,0.04759104249789051,1387.6,PosOnly
2025-W05,NXC,Other,30.1,2,0.021666905053728924,1387.6,PosOnly
2025-W06,NXC,Late Arrival,327.6,21,0.4899817153439019,668.6,PosOnly
2025-W06,NXC,Ground Ops,135.7,9,0.20289438207333163,668.6,PosOnly
2025-W06,NXC,Engineering,39.6,2,0.05929020503036351,668.6,PosOnly
2025-W06,NXC,OCC,32.8,2,0.04905492622106249,668.6,PosOnly
2025-W06,NXC,ATC,73.4,4,0.10982233317357136,668.6,PosOnly
2025-W06,NXC,Weather,27.5,1,0.04115932929480654,668.6,PosOnly
2025-W06,NXC,Other,32.0,2,0.04779710886296251,668.6,PosOnly
2025-W07,NXC,Late Arrival,942.1,62,0.46321854943329477,2033.8,PosOnly
2025-W07,NXC,Ground Ops,481.3,32,0.2366507244535061,2033.8,PosOnly
2025-W07,NXC,Engineering,127.7,8,0.06280712512850138,2033.8,PosOnly
2025-W07,NXC,OCC,92.4,6,0.04542283363651007,2033.8,PosOnly
2025-W07,NXC,ATC,174.6,11,0.08586487482189763,2033.8,PosOnly
2025-W07,NXC,Weather,106.4,7,0.05230146360744983,2033.8,PosOnly
2025-W07,NXC,Other,109.3,7,0.05373442891884023,2033.8,PosOnly
2025-W08,NXC,Late Arrival,282.4,18,0.478234808227439,590.6,PosOnly
2025-W08,NXC,Ground Ops,137.6,9,0.23304710570548806,590.6,PosOnly
2025-W08,NXC,Engineering,31.6,2,0.05344012953306378,590.6,PosOnly
2025-W08,NXC,OCC,34.6,2,0.05853398362557052,590.6,PosOnly
2025-W08,NXC,ATC,63.6,4,0.10770040903177437,590.6,PosOnly
2025-W08,NXC,Weather,28.0,1,0.04737626761015176,590.6,PosOnly
2025-W08,NXC,Other,12.8,1,0.02166729626651248,590.6,PosOnly
2025-W09,NXC,Late Arrival,606.9,40,0.4702600795255646,1290.6,PosOnly
2025-W09,NXC,Ground Ops,277.4,18,0.21495611025659617,1290.6,PosOnly
2025-W09,NXC,Engineering,72.5,4,0.05615956959291034,1290.6,PosOnly
2025-W09,NXC,OCC,92.8,6,0.07193419434726708,1290.6,PosOnly
2025-W09,NXC,ATC,134.1,8,0.10388181342877613,1290.6,PosOnly
2025-W09,NXC,Weather,86.8,5,0.06722814674171448,1290.6,PosOnly
2025-W09,NXC,Other,20.1,1,0.01558008610717121,1290.6,PosOnly
2025-W10,NXC,Late Arrival,685.2,45,0.47814334587099494,1433.1,PosOnly
2025-W10,NXC,Ground Ops,281.8,18,0.1966447812242267,1433.1,PosOnly
2025-W10,NXC,Engineering,73.8,4,0.05151344437782316,1433.1,PosOnly
2025-W10,NXC,OCC,111.3,7,0.07767603308576164,1433.1,PosOnly
2025-W10,NXC,ATC,124.3,8,0.08674068423637622,1433.1,PosOnly
2025-W10,NXC,Weather,93.7,6,0.06540013151524733,1433.1,PosOnly
2025-W10,NXC,Other,62.9,4,0.04388157968957008,1433.1,PosOnly
2025-W11,NXC,Late Arrival,898.8,59,0.5095697984036516,1763.9,PosOnly
2025-W11,NXC,Ground Ops,365.4,24,0.20717314706170686,1763.9,PosOnly
2025-W11,NXC,Engineering,88.0,5,0.04986389968578232,1763.9,PosOnly
2025-W11,NXC,OCC,78.7,5,0.04463816793908895,1763.9,PosOnly
2025-W11,NXC,ATC,186.0,12,0.10545142262183244,1763.9,PosOnly
2025-W11,NXC,Weather,82.6,5,0.04682983440397642,1763.9,PosOnly
2025-W11,NXC,Other,64.3,4,0.036473729883961525,1763.9,PosOnly
2025-W12,NXC,Late Arrival,806.1,53,0.5046586848163334,1597.3,PosOnly
2025-W12,NXC,Ground Ops,339.4,22,0.21247019752386984,1597.3,PosOnly
2025-W12,NXC,Engineering,87.0,5,0.05449430701104826,1597.3,PosOnly
2025-W12,NXC,OCC,67.1,4,0.04200763759072564,1597.3,PosOnly
2025-W12,NXC,ATC,172.8,11,0.10815534376883197,1597.3,PosOnly
2025-W12,NXC,Weather,98.8,6,0.061851248972392275,1597.3,PosOnly
2025-W12,NXC,Other,26.1,1,0.016362580316798714,1597.3,PosOnly
2025-W13,NXC,Late Arrival,961.4,64,0.4582490730634082,2098.0,PosOnly
2025-W13,NXC,Ground Ops,480.3,32,0.2289154116171803,2098.0,PosOnly
2025-W13,NXC,Engineering,123.9,8,0.05903335296440943,2098.0,PosOnly
2025-W13,NXC,OCC,125.5,8,0.05980724268472671,2098.0,PosOnly
2025-W13,NXC,ATC,182.8,12,0.08715015588086181,2098.0,PosOnly
2025-W13,NXC,Weather,115.6,7,0.0550862481094106,2098.0,PosOnly
2025-W13,NXC,Other,108.6,7,0.05175851568000295,2098.0,PosOnly
2025-W14,NXC,Late Arrival,872.3,58,0.5015566252391322,1739.1,PosOnly
2025-W14,NXC,Ground Ops,362.9,24,0.2086497807278233,1739.1,PosOnly
2025-W14,NXC,Engineering,105.7,7,0.06080614867854932,1739.1,PosOnly
2025-W14,NXC,OCC,65.4,4,0.03759727023119458,1739.1,PosOnly
2025-W14,NXC,ATC,174.5,11,0.10033915557635135,1739.1,PosOnly
2025-W14,NXC,Weather,96.9,6,0.05569271497837946,1739.1,PosOnly
2025-W14,NXC,Other,61.5,4,0.03535830456856993,1739.1,PosOnly
2025-W15,NXC,Late Arrival,191.4,12,0.4946756487048436,386.9,PosOnly
2025-W15,NXC,Ground Ops,75.3,5,0.19456728690538835,386.9,PosOnly
2025-W15,NXC,Engineering,22.7,1,0.05879671161368824,386.9,PosOnly
2025-W15,NXC,OCC,19.4,1,0.0500606912500373,386.9,PosOnly
2025-W15,NXC,ATC,36.5,2,0.09421798212914234,386.9,PosOnly
2025-W15,NXC,Weather,26.9,1,0.06959886240589691,386.9,PosOnly
2025-W15,NXC,Other,14.7,1,0.0380828169910033,386.9,PosOnly
2025-W16,NXC,Late Arrival,1048.8,69,0.518598497792311,2022.4,PosOnly
2025-W16,NXC,Ground Ops,405.1,27,0.20028468073382738,2022.4,PosOnly
2025-W16,NXC,Engineering,115.3,7,0.05699191902693577,2022.4,PosOnly
2025-W16,NXC,OCC,118.9,7,0.0587865450310107,2022.4,PosOnly
2025-W16,NXC,ATC,215.4,14,0.10650589509271123,2022.4,PosOnly
2025-W16,NXC,Weather,99.2,6,0.04903961072987846,2022.4,PosOnly
2025-W16,NXC,Other,19.8,1,0.00979285159332538,2022.4,PosOnly
2025-W17,NXC,Late Arrival,378.1,25,0.4998342467412005,756.4,PosOnly
2025-W17,NXC,Ground Ops,145.2,9,0.19196911082110996,756.4,PosOnly
2025-W17,NXC,Engineering,44.2,2,0.05843947777122926,756.4,PosOnly
2025-W17,NXC,OCC,39.3,2,0.051987076538138735,756.4,PosOnly
2025-W17,NXC,ATC,73.3,4,0.09690569710908611,756.4,PosOnly
2025-W17,NXC,Weather,41.5,2,0.054868152346034295,756.4,PosOnly
2025-W17,NXC,Other,34.8,2,0.045996238673201184,756.4,PosOnly
2025-W18,NXC,Late Arrival,933.1,62,0.453561651418151,2057.3,PosOnly
2025-W18,NXC,Ground Ops,526.1,35,0.25571039189221617,2057.3,PosOnly
2025-W18,NXC,Engineering,151.5,10,0.07364402457230174,2057.3,PosOnly
2025-W18,NXC,OCC,102.2,6,0.04969659916379119,2057.3,PosOnly
2025-W18,NXC,ATC,210.9,14,0.1024911725313391,2057.3,PosOnly
2025-W18,NXC,Weather,98.2,6,0.0477283784854611,2057.3,PosOnly
2025-W18,NXC,Other,35.3,2,0.017167781936739623,2057.3,PosOnly
2025-W19,NXC,Late Arrival,463.7,30,0.4661522413687051,994.7,PosOnly
2025-W19,NXC,Ground Ops,235.2,15,0.23641698082499538,994.7,PosOnly
2025-W19,NXC,Engineering,66.3,4,0.06669699929933808,994.7,PosOnly
2025-W19,NXC,OCC,52.9,3,0.05317391149602887,994.7,PosOnly
2025-W19,NXC,ATC,80.4,5,0.08081546400492753,994.7,PosOnly
2025-W19,NXC,Weather,68.4,4,0.06875545881926357,994.7,PosOnly
2025-W19,NXC,Other,27.8,1,0.027988944186741298,994.7,PosOnly
2025-W20,NXC,Late Arrival,399.7,26,0.4948307448472549,807.8,PosOnly
2025-W20,NXC,Ground Ops,173.6,11,0.21496014286987664,807.8,PosOnly
2025-W20,NXC,Engineering,48.9,3,0.060575687778830926,807.8,PosOnly
2025-W20,NXC,OCC,50.9,3,0.06300734495185789,807.8,PosOnly
2025-W20,NXC,ATC,69.5,4,0.08604604926177149,807.8,PosOnly
2025-W20,NXC,Weather,53.8,3,0.0666417608504461,807.8,PosOnly
2025-W20,NXC,Other,11.3,1,0.013938269439962125,807.8,PosOnly
2025-W21,NXC,Late Arrival,303.2,20,0.47325141333924164,640.6,PosOnly
2025-W21,NXC,Ground Ops,120.8,8,0.18857838736704738,640.6,PosOnly
2025-W21,NXC,Engineering,30.3,2,0.047317907401952,640.6,PosOnly
2025-W21,NXC,OCC,46.3,3,0.07223275512028904,640.6,PosOnly
2025-W21,NXC,ATC,54.5,3,0.08507404122148568,640.6,PosOnly
2025-W21,NXC,Weather,29.7,1,0.04635316490398931,640.6,PosOnly
2025-W21,NXC,Other,55.9,3,0.08719233064599491,640.6,PosOnly
2025-W22,NXC,Late Arrival,253.2,16,0.5079078216913516,498.6,PosOnly
2025-W22,NXC,Ground Ops,108.7,7,0.21795103240090755,498.6,PosOnly
2025-W22,NXC,Engineering,28.7,1,0.05761316342070324,498.6,PosOnly
2025-W22,NXC,OCC,20.5,1,0.04112497609521192,498.6,PosOnly
2025-W22,NXC,ATC,48.6,3,0.0974072065022883,498.6,PosOnly
2025-W22,NXC,Weather,31.5,2,0.06323251613707999,498.6,PosOnly
2025-W22,NXC,Other,7.4,1,0.014763283752457503,498.6,PosOnly
2025-W23,NXC,Late Arrival,637.0,42,0.4618799873568993,1379.1,PosOnly
2025-W23,NXC,Ground Ops,269.2,17,0.19519709346832723,1379.1,PosOnly
2025-W23,NXC,Engineering,82.8,5,0.060031911225779284,1379.1,PosOnly
2025-W23,NXC,OCC,79.0,5,0.05726873144477286,1379.1,PosOnly
2025-W23,NXC,ATC,143.3,9,0.10389715189408075,1379.1,PosOnly
2025-W23,NXC,Weather,66.0,4,0.04782111344007834,1379.1,PosOnly
2025-W23,NXC,Other,101.9,6,0.07390401117006223,1379.1,PosOnly
2025-W24,NXC,Late Arrival,939.2,62,0.503551708362463,1865.1,PosOnly
2025-W24,NXC,Ground Ops,436.1,29,0.23381739655070852,1865.1,PosOnly
2025-W24,NXC,Engineering,104.0,6,0.05574931181266492,1865.1,PosOnly
2025-W24,NXC,OCC,91.1,6,0.04881864408165977,1865.1,PosOnly
2025-W24,NXC,ATC,166.4,11,0.0892299639913709,1865.1,PosOnly
2025-W24,NXC,Weather,86.7,5,0.046498670925521284,1865.1,PosOnly
2025-W24,NXC,Other,41.7,2,0.02233430427561156,1865.1,PosOnly
2025-W25,NXC,Late Arrival,1520.4,101,0.49364824587499223,3079.9,PosOnly
2025-W25,NXC,Ground Ops,695.9,46,0.22595084801719167,3079.9,PosOnly
2025-W25,NXC,Engineering,160.1,10,0.05197004779830459,3079.9,PosOnly
2025-W25,NXC,OCC,185.4,12,0.06019787476382041,3079.9,PosOnly
2025-W25,NXC,ATC,258.9,17,0.08405239376652572,3079.9,PosOnly
2025-W25,NXC,Weather,187.3,12,0.06080621408760159,3079.9,PosOnly
2025-W25,NXC,Other,72.0,4,0.02337437569156381,3079.9,PosOnly
2025-W26,NXC,Late Arrival,810.4,54,0.4808673842258626,1685.2,PosOnly
2025-W26,NXC,Ground Ops,390.2,26,0.2315331782719496,1685.2,PosOnly
2025-W26,NXC,Engineering,112.1,7,0.06650543955122798,1685.2,PosOnly
2025-W26,NXC,OCC,93.8,6,0.05567405122799505,1685.2,PosOnly
2025-W26,NXC,ATC,172.4,11,0.10228718929574247,1685.2,PosOnly
2025-W26,NXC,Weather,79.4,5,0.0471118623095399,1685.2,PosOnly
2025-W26,NXC,Other,27.0,1,0.0160208951176824,1685.2,PosOnly
2025-W27,NXC,Late Arrival,1436.3,95,0.4870060276675805,2949.3,PosOnly
2025-W27,NXC,Ground Ops,583.1,38,0.19770880389378617,2949.3,PosOnly
2025-W27,NXC,Engineering,155.8,10,0.052821848442191184,2949.3,PosOnly
2025-W27,NXC,OCC,156.0,10,0.052904412281908494,2949.3,PosOnly
2025-W27,NXC,ATC,289.2,19,0.09805990890582592,2949.3,PosOnly
2025-W27,NXC,Weather,183.2,12,0.06212545411893179,2949.3,PosOnly
2025-W27,NXC,Other,145.6,9,0.04937354468977613,2949.3,PosOnly
2025-W28,NXC,Late Arrival,710.2,47,0.4815403524520617,1474.8,PosOnly
2025-W28,NXC,Ground Ops,272.4,18,0.18467361923194003,1474.8,PosOnly
2025-W28,NXC,Engineering,77.9,5,0.052810818290182734,1474.8,PosOnly
2025-W28,NXC,OCC,103.6,6,0.07027578659976681,1474.8,PosOnly
2025-W28,NXC,ATC,126.0,8,0.0854265329096627,1474.8,PosOnly
2025-W28,NXC,Weather,68.6,4,0.04650748368417365,1474.8,PosOnly
2025-W28,NXC,Other,116.2,7,0.07876540683221228,1474.8,PosOnly
2025-W29,NXC,Late Arrival,589.9,39,0.5158753399335289,1143.4,PosOnly
2025-W29,NXC,Ground Ops,236.6,15,0.20689638635179552,1143.4,PosOnly
2025-W29,NXC,Engineering,60.8,4,0.053148946328803064,1143.4,PosOnly
2025-W29,NXC,OCC,58.9,3,0.05147236052048659,1143.4,PosOnly
2025-W29,NXC,ATC,97.2,6,0.08502094998932538,1143.4,PosOnly
2025-W29,NXC,Weather,67.2,4,0.05879917653092445,1143.4,PosOnly
2025-W29,NXC,Other,32.9,2,0.028786840345136067,1143.4,PosOnly
2025-W30,NXC,Late Arrival,1087.3,72,0.5029265203398997,2162.0,PosOnly
2025-W30,NXC,Ground Ops,412.8,27,0.19094627686010518,2162.0,PosOnly
2025-W30,NXC,Engineering,106.7,7,0.049361278614799775,2162.0,PosOnly
2025-W30,NXC,OCC,137.1,9,0.06341368595775304,2162.0,PosOnly
2025-W30,NXC,ATC,228.1,15,0.10549190574203682,2162.0,PosOnly
2025-W30,NXC,Weather,151.3,10,0.06996485832864416,2162.0,PosOnly
2025-W30,NXC,Other,38.7,2,0.017895474156761293,2162.0,PosOnly
2025-W31,NXC,Late Arrival,1149.0,76,0.4947319047185272,2322.5,PosOnly
2025-W31,NXC,Ground Ops,463.1,30,0.19938063825876992,2322.5,PosOnly
2025-W31,NXC,Engineering,135.9,9,0.058527120605849796,2322.5,PosOnly
2025-W31,NXC,OCC,110.3,7,0.04749066935537918,2322.5,PosOnly
2025-W31,NXC,ATC,245.7,16,0.10579911631104819,2322.5,PosOnly
2025-W31,NXC,Weather,157.9,10,0.06798800375360517,2322.5,PosOnly
2025-W31,NXC,Other,60.6,4,0.02608254699682061,2322.5,PosOnly
2025-W32,NXC,Late Arrival,664.0,44,0.5134274767535627,1293.3,PosOnly
2025-W32,NXC,Ground Ops,262.1,17,0.20262502527914067,1293.3,PosOnly
2025-W32,NXC,Engineering,71.3,4,0.055099391841856346,1293.3,PosOnly
2025-W32,NXC,OCC,66.9,4,0.0517551489730993,1293.3,PosOnly
2025-W32,NXC,ATC,134.4,8,0.10395345034484173,1293.3,PosOnly
2025-W32,NXC,Weather,62.2,4,0.04807391502168418,1293.3,PosOnly
2025-W32,NXC,Other,32.4,2,0.025065591785815133,1293.3,PosOnly
2025-W33,NXC,Late Arrival,412.8,27,0.4731473897862447,872.5,PosOnly
2025-W33,NXC,Ground Ops,212.9,14,0.24403459705591446,872.5,PosOnly
2025-W33,NXC,Engineering,53.3,3,0.06109811619069201,872.5,PosOnly
2025-W33,NXC,OCC,64.1,4,0.07343369796282588,872.5,PosOnly
2025-W33,NXC,ATC,73.1,4,0.08381677885675484,872.5,PosOnly
2025-W33,NXC,Weather,39.8,2,0.045661366300867576,872.5,PosOnly
2025-W33,NXC,Other,16.4,1,0.01880805384670048,872.5,PosOnly
2025-W34,NXC,Late Arrival,648.4,43,0.4623900987784939,1402.3,PosOnly
2025-W34,NXC,Ground Ops,259.4,17,0.1849781876802282,1402.3,PosOnly
2025-W34,NXC,Engineering,76.7,5,0.054710861926941703,1402.3,PosOnly
2025-W34,NXC,OCC,92.3,6,0.06581082447940456,1402.3,PosOnly
2025-W34,NXC,ATC,139.8,9,0.09967618582948522,1402.3,PosOnly
2025-W34,NXC,Weather,67.7,4,0.04825093121890759,1402.3,PosOnly
2025-W34,NXC,Other,118.0,7,0.08418291008653883,1402.3,PosOnly
2025-W35,NXC,Late Arrival,981.2,65,0.48099960648623324,2040.0,PosOnly
2025-W35,NXC,Ground Ops,442.1,29,0.2167072071415957,2040.0,PosOnly
2025-W35,NXC,Engineering,116.9,7,0.05729699913007296,2040.0,PosOnly
2025-W35,NXC,OCC,176.5,11,0.08651252348130116,2040.0,PosOnly
2025-W35,NXC,ATC,167.6,11,0.08215391427080139,2040.0,PosOnly
2025-W35,NXC,Weather,130.7,8,0.06408256750636648,2040.0,PosOnly
2025-W35,NXC,Other,25.0,1,0.012247181983629176,2040.0,PosOnly
2025-W36,NXC,Late Arrival,169.8,11,0.4641953316826412,365.9,PosOnly
2025-W36,NXC,Ground Ops,86.9,5,0.2374615915416735,365.9,PosOnly
2025-W36,NXC,Engineering,21.8,1,0.059664044181076355,365.9,PosOnly
2025-W36,NXC,OCC,16.2,1,0.04439101050285669,365.9,PosOnly
2025-W36,NXC,ATC,36.5,2,0.09979958732711344,365.9,PosOnly
2025-W36,NXC,Weather,22.6,1,0.0617445046674062,365.9,PosOnly
2025-W36,NXC,Other,12.0,1,0.03274393009723265,365.9,PosOnly
2025-W37,NXC,Late Arrival,650.0,43,0.45321742745380983,1434.2,PosOnly
2025-W37,NXC,Ground Ops,278.6,18,0.1942423772251327,1434.2,PosOnly
2025-W37,NXC,Engineering,78.8,5,0.054962061334120856,1434.2,PosOnly
2025-W37,NXC,OCC,75.2,5,0.05245263901169178,1434.2,PosOnly
2025-W37,NXC,ATC,129.9,8,0.09056637480695373,1434.2,PosOnly
2025-W37,NXC,Weather,88.0,5,0.06134228043129228,1434.2,PosOnly
2025-W37,NXC,Other,133.7,8,0.09321683973699885,1434.2,PosOnly
2025-W38,NXC,Late Arrival,518.2,34,0.49981940746435716,1036.7,PosOnly
2025-W38,NXC,Ground Ops,216.8,14,0.20916688832877608,1036.7,PosOnly
2025-W38,NXC,Engineering,52.8,3,0.050948232099516044,1036.7,PosOnly
2025-W38,NXC,OCC,77.5,5,0.07478949354749428,1036.7,PosOnly
2025-W38,NXC,ATC,86.1,5,0.08308393088434249,1036.7,PosOnly
2025-W38,NXC,Weather,56.2,3,0.054250673320130824,1036.7,PosOnly
2025-W38,NXC,Other,29.0,1,0.02794137435538313,1036.7,PosOnly
2025-W39,NXC,Late Arrival,1024.6,68,0.5077090879878445,2018.1,PosOnly
2025-W39,NXC,Ground Ops,402.1,26,0.1992645995750505,2018.1,PosOnly
2025-W39,NXC,Engineering,131.1,8,0.06498206595140796,2018.1,PosOnly
2025-W39,NXC,OCC,135.0,9,0.06687530775748739,2018.1,PosOnly
2025-W39,NXC,ATC,217.5,14,0.10777060006210173,2018.1,PosOnly
2025-W39,NXC,Weather,92.9,6,0.04604044957158146,2018.1,PosOnly
2025-W39,NXC,Other,14.8,1,0.007357889094526449,2018.1,PosOnly
2025-W40,NXC,Late Arrival,351.2,23,0.5179141100798891,678.1,PosOnly
2025-W40,NXC,Ground Ops,123.8,8,0.18260810537667227,678.1,PosOnly
2025-W40,NXC,Engineering,39.2,2,0.05783026096496533,678.1,PosOnly
2025-W40,NXC,OCC,40.7,2,0.0599950236109206,678.1,PosOnly
2025-W40,NXC,ATC,72.7,4,0.10717706656453335,678.1,PosOnly
2025-W40,NXC,Weather,46.9,3,0.0691213048358864,678.1,PosOnly
2025-W40,NXC,Other,3.6,1,0.00535412856713291,678.1,PosOnly
2025-W41,NXC,Late Arrival,238.3,15,0.4607505845360281,517.3,PosOnly
2025-W41,NXC,Ground Ops,129.5,8,0.2503565588753748,517.3,PosOnly
2025-W41,NXC,Engineering,32.8,2,0.06346605692651534,517.3,PosOnly
2025-W41,NXC,OCC,26.8,1,0.051715926483991745,517.3,PosOnly
2025-W41,NXC,ATC,52.9,3,0.10219310079698453,517.3,PosOnly
2025-W41,NXC,Weather,21.9,1,0.042250519220546276,517.3,PosOnly
2025-W41,NXC,Other,15.1,1,0.02926725316055945,517.3,PosOnly
2025-W42,NXC,Late Arrival,824.0,54,0.5013187132191682,1643.7,PosOnly
2025-W42,NXC,Ground Ops,332.1,22,0.2020600854456987,1643.7,PosOnly
2025-W42,NXC,Engineering,101.3,6,0.06162169597512577,1643.7,PosOnly
2025-W42,NXC,OCC,80.4,5,0.048914930764119305,1643.7,PosOnly
2025-W42,NXC,ATC,149.7,9,0.09106965659901035,1643.7,PosOnly
2025-W42,NXC,Weather,74.4,4,0.04524422158699015,1643.7,PosOnly
2025-W42,NXC,Other,81.8,5,0.049770696409887516,1643.7,PosOnly
2025-W43,NXC,Late Arrival,843.5,56,0.5096205527926764,1655.1,PosOnly
2025-W43,NXC,Ground Ops,348.7,23,0.21068269767560427,1655.1,PosOnly
2025-W43,NXC,Engineering,102.9,6,0.06216434277132742,1655.1,PosOnly
2025-W43,NXC,OCC,105.6,7,0.06382005133766572,1655.1,PosOnly
2025-W43,NXC,ATC,144.4,9,0.08725098793943394,1655.1,PosOnly
2025-W43,NXC,Weather,96.9,6,0.05855981835808953,1655.1,PosOnly
2025-W43,NXC,Other,13.1,1,0.00790154912520269,1655.1,PosOnly
2025-W44,NXC,Late Arrival,673.5,44,0.49719366347113714,1354.7,PosOnly
2025-W44,NXC,Ground Ops,303.0,20,0.22363190138443992,1354.7,PosOnly
2025-W44,NXC,Engineering,73.7,4,0.054388741010983926,1354.7,PosOnly
2025-W44,NXC,OCC,71.9,4,0.05310090731675755,1354.7,PosOnly
2025-W44,NXC,ATC,122.2,8,0.09019207843247092,1354.7,PosOnly
2025-W44,NXC,Weather,57.1,3,0.042137334320997734,1354.7,PosOnly
